Emoji_0,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Emoji_6,Emoji_7,Emoji_8,Emoji_9,Emoji_10,Emoji_11,Emoji_12,Emoji_13,Emoji_14,Emoji_15,Emoji_16,Emoji_17,Emoji_18,Emoji_19,Emoji_20,Emoji_21,Emoji_22,Emoji_23,Emoji_24,Emoji_25,Emoji_26,Emoji_27,Emoji_28,Emoji_29,Emoji_30,Emoji_31,Emoji_32,Emoji_33,Emoji_34,Emoji_35,Emoji_36,Emoji_37,Emoji_38,Emoji_39,Emoji_40,Emoji_41,Emoji_42,Emoji_43,Emoji_44,Emoji_45,Emoji_46,Emoji_47,Emoji_48,Emoji_49,Emoji_50,Emoji_51,Emoji_52,Emoji_53,Emoji_54,Emoji_55,Emoji_56,Emoji_57,Emoji_58,Emoji_59,Emoji_60,Emoji_61,Emoji_62,Emoji_63,x1,Emoji_0,Emoji_1,Emoji_2,Emoji_3,Emoji_4,Emoji_5,Emoji_6,Emoji_7,Emoji_8,Emoji_9,Emoji_10,Emoji_11,Emoji_12,Emoji_13,Emoji_14,Emoji_15,Emoji_16,Emoji_17,Emoji_18,Emoji_19,Emoji_20,Emoji_21,Emoji_22,Emoji_23,Emoji_24,Emoji_25,Emoji_26,Emoji_27,Emoji_28,Emoji_29,Emoji_30,Emoji_31,Emoji_32,Emoji_33,Emoji_34,Emoji_35,Emoji_36,Emoji_37,Emoji_38,Emoji_39,Emoji_40,Emoji_41,Emoji_42,Emoji_43,Emoji_44,Emoji_45,Emoji_46,Emoji_47,Emoji_48,Emoji_49,Emoji_50,Emoji_51,Emoji_52,Emoji_53,Emoji_54,Emoji_55,Emoji_56,Emoji_57,Emoji_58,Emoji_59
57,33,56,13,32,39,12,0,33,40,0,33,53,58,20,12,39,0,52,42,57,58,33,31,44,32,12,25,55,22,32,12,42,25,19,22,32,55,42,11,33,31,6,11,48,46,34,5,35,12,32,33,55,25,22,46,34,51,35,12,41,34,0,22,25,33,31,6,57,44,40,17,33,53,21,14,32,55,62,42,34,21,46,17,40,41,12,42,51,62,12,0,57,51,41,34,32,55,46,45,33,31,41,6,53,40,57,33,61,58,32,55,34,27,22,39,12,0,51,52,32,22,55,25,19
33,6,19,20,42,32,22,55,27,45,21,17,33,34,40,46,32,34,55,45,51,41,22,12,25,42,20,12,4,46,62,52,45,43,10,41,32,55,25,22,32,55,22,62,25,56,12,41,39,22,34,43,27,45,52,51,39,0,22,25,40,57,41,12,33,11,46,34,32,48,42,57,12,31,33,32,55,33,57,22,33,42,40,32,57,33,32,55,22,53,32,42,55,33,25,34,45,62,12,52,32,55,19,37,25,0,12,40,51,19,33,40,57,58,50,32,44,55,42,62,32,55,37,22,25
34,46,35,3,27,32,33,22,55,25,11,33,48,32,0,12,41,0,42,34,32,55,22,19,25,34,46,33,0,40,32,55,33,58,37,42,31,33,57,44,28,41,0,12,62,41,12,22,25,0,40,12,17,41,25,34,40,53,33,0,32,55,34,25,22,33,21,50,53,30,13,42,12,44,17,12,51,41,62,20,44,11,57,58,33,6,17,31,40,33,33,32,34,21,53,57,44,31,12,42,32,34,55,33,53,31,42,11,12,48,22,41,25,12,33,33,40,57,42,0,32,14,19,55,0
21,17,33,40,12,14,32,22,33,25,34,33,55,19,20,39,12,33,28,41,12,25,22,62,0,19,32,55,25,37,33,57,50,58,53,62,28,29,34,10,32,25,22,12,53,63,21,15,17,33,46,34,40,24,33,32,55,34,33,22,51,12,41,44,62,32,55,22,33,54,31,6,33,4,17,42,58,57,40,33,34,32,55,12,33,0,12,41,51,28,12,0,25,22,32,33,6,28,62,53,34,12,32,22,46,34,22,40,0,33,32,55,22,37,34,32,55,33,22,40,19,25,0,1,51
34,46,5,3,27,32,55,33,22,37,55,32,19,57,37,39,12,0,42,6,32,55,22,34,62,12,52,39,34,51,12,22,32,41,25,12,0,51,41,20,32,33,55,40,25,42,19,0,32,55,12,33,62,22,41,34,46,3,19,11,32,55,44,34,22,39,57,12,33,32,12,25,41,19,62,22,25,19,35,37,22,32,55,34,33,42,56,51,44,57,33,11,62,58,32,32,22,55,25,19,34,32,33,55,44,32,55,37,22,33,40,0,17,33,19,33,31,57,53,40,57,19,25,12,14
32,22,55,34,25,58,57,33,6,41,12,25,19,32,33,12,21,17,61,33,33,21,6,40,17,12,40,62,17,33,34,46,35,33,24,39,12,51,52,42,21,40,17,53,34,41,17,40,44,31,33,0,34,32,40,51,3,0,20,25,42,48,11,57,46,39,52,32,62,55,24,47,4,17,40,12,33,0,32,25,32,19,55,25,42,42,12,34,41,45,32,55,22,34,12,32,55,22,12,25,56,38,44,30,42,40,33,17,6,34,32,55,42,37,62,32,55,34,46,37,33,32,22,25,40
39,19,56,42,25,33,40,31,61,53,40,33,6,24,53,12,25,22,0,34,46,34,27,5,35,32,55,19,34,37,57,34,35,45,33,32,55,62,34,22,34,3,46,35,0,22,52,25,43,45,12,41,0,20,51,25,51,19,12,0,32,55,37,42,19,33,11,63,21,40,32,22,55,34,25,32,55,22,42,12,57,58,33,0,28,33,31,61,57,6,12,19,42,25,62,33,31,6,41,62,12,25,39,0,22,12,33,25,32,42,34,39,52,46,12,40,33,17,6,21,41,32,25,0,33
32,55,0,44,62,44,33,42,32,58,32,19,25,12,33,33,57,40,6,12,22,32,55,25,37,33,53,28,54,0,62,32,55,12,44,32,55,33,62,37,6,33,11,48,31,22,19,25,34,32,62,32,22,12,52,63,16,14,21,30,42,48,11,57,44,32,55,19,25,22,0,19,55,25,32,39,0,25,12,19,11,40,48,38,0,32,55,42,34,12,32,55,37,33,39,19,32,17,33,55,33,32,62,40,44,12,41,57,25,0,40,57,17,58,33,57,58,41,33,9,42,33,12,32,31
33,32,55,6,58,57,20,36,39,12,33,40,17,6,21,31,44,42,33,57,41,12,42,39,11,33,31,17,57,6,41,32,12,33,62,32,55,33,58,44,56,39,22,25,46,33,40,0,6,58,41,12,42,39,11,0,20,25,19,1,39,34,52,46,3,39,12,0,28,25,32,55,0,19,25,46,34,35,5,45,19,25,0,22,1,32,33,0,25,53,32,55,34,43,27,32,55,44,42,37,33,53,40,0,30,0,25,40,33,12,39,62,28,0,49,12,34,52,42,29,32,34,55,12,57
32,55,22,33,62,32,55,25,12,22,63,40,26,33,59,0,12,21,28,41,19,25,32,12,22,21,63,17,57,8,11,61,48,31,42,32,55,44,58,37,61,0,19,25,20,32,55,22,25,62,39,52,41,12,51,32,55,33,39,22,33,61,57,40,34,32,55,33,0,34,42,57,58,44,11,12,32,42,62,41,63,11,24,6,47,21,34,22,35,41,33,62,28,41,12,33,41,22,53,0,46,34,21,17,40,33,62,50,28,54,32,55,33,22,25,57,40,33,12,51,57,40,33,58,17
21,32,33,55,62,39,32,55,52,37,31,24,6,33,47,32,44,42,55,31,42,12,31,41,32,11,48,12,52,39,33,57,40,53,54,39,52,43,56,35,12,57,41,40,62,32,55,33,22,62,12,33,57,62,41,32,55,42,34,37,32,58,55,33,62,55,32,19,1,38,32,55,22,34,25,39,12,31,51,6,0,12,51,3,39,40,57,33,17,4,32,55,33,44,42,33,40,53,50,54,21,33,57,53,17,12,20,25,62,22,32,55,33,22,19,40,33,57,17,31,57,40,33,58,17
12,25,22,62,41,39,12,0,41,17,12,51,0,41,28,32,55,33,19,25,55,32,34,37,56,61,24,47,40,8,21,34,0,46,55,33,40,41,12,6,32,55,34,22,12,42,31,21,33,62,12,62,25,41,52,32,22,25,19,55,57,33,6,17,40,32,0,55,25,22,48,6,11,33,42,34,46,12,22,0,42,51,14,12,39,13,42,38,44,14,21,34,30,46,27,42,52,39,44,32,39,32,52,55,34,41,31,12,33,6,33,21,53,31,54,32,55,22,25,19,32,55,22,62,25
32,39,55,11,12,12,34,22,32,0,32,55,33,22,25,33,12,40,30,58,32,33,55,62,31,33,40,53,31,6,32,55,37,58,19,33,32,55,22,25,11,58,57,33,31,4,61,41,12,17,32,55,41,22,62,19,62,25,1,32,44,32,55,42,58,0,34,3,46,40,33,57,32,55,44,33,57,40,31,58,44,32,55,33,58,32,55,42,56,58,42,51,46,41,34,32,22,55,25,19,11,58,42,48,46,33,32,12,55,40,21,41,33,17,12,33,41,31,40,53,49,10,33,17,40
12,20,25,0,33,12,57,33,20,25,41,32,22,55,0,56,0,31,9,6,32,33,55,25,22,32,39,55,37,52,42,51,12,41,0,44,12,32,25,22,32,34,33,0,55,15,6,63,33,16,57,42,34,33,12,12,62,41,20,25,32,55,44,42,33,57,33,58,40,0,33,40,12,21,17,12,42,24,4,47,33,40,17,53,31,6,33,17,40,31,44,32,33,12,51,32,33,55,22,25,33,12,42,0,22,34,46,12,45,21,42,0,12,33,19,33,40,53,34,61,32,55,34,46,27
4,40,33,41,6,57,39,42,20,33,21,33,44,17,40,0,41,25,22,53,32,55,33,44,37,31,20,44,0,12,32,55,22,25,19,22,32,0,25,12,34,46,3,35,21,51,13,0,40,44,26,57,58,40,56,33,40,34,17,6,24,40,61,47,4,57,31,42,33,55,32,55,22,25,33,32,33,55,40,58,33,53,62,12,28,32,42,55,22,33,32,55,34,22,27,51,42,34,46,53,32,19,55,25,33,34,57,58,33,0,0,33,40,32,53,42,51,58,44,39,0,12,25,20,19
32,57,33,58,55,32,55,33,22,62,51,34,35,42,44,33,25,54,41,22,44,58,32,31,42,32,55,37,42,34,32,33,55,22,62,20,12,33,17,31,32,22,55,12,25,12,56,11,48,42,48,11,17,42,21,42,48,44,11,32,33,62,22,12,54,57,51,19,0,20,55,32,37,19,42,12,41,33,17,4,32,55,44,37,33,12,34,46,25,41,22,32,55,34,25,34,32,22,42,55,63,17,21,57,40,32,22,55,33,19,32,55,22,33,25,22,32,55,25,12,34,46,12,27,35
33,41,53,62,12,34,12,46,0,3,57,11,44,31,9,33,20,0,53,62,46,34,12,0,3,42,0,32,55,19,40,33,17,57,12,32,55,22,37,52,39,28,12,52,25,12,33,41,61,0,21,34,32,22,27,41,25,12,22,19,33,40,31,53,32,32,55,56,28,49,33,42,57,12,51,32,55,52,43,19,39,33,32,55,22,33,40,53,50,41,33,0,53,28,62,34,32,46,55,27,32,12,0,55,33,39,57,52,35,33,22,32,55,33,62,55,32,42,37,19,12,32,22,34,33
34,46,5,27,35,24,47,21,17,8,33,34,40,53,21,32,55,44,0,53,41,12,32,22,25,57,40,41,12,33,44,32,33,55,31,46,33,34,57,40,32,55,37,42,19,34,46,35,3,27,12,62,25,40,19,41,62,12,31,10,33,17,40,12,6,33,40,22,25,32,32,33,22,41,62,58,57,33,0,40,55,32,19,37,25,41,37,32,44,38,57,25,19,12,20,32,22,55,25,33,34,46,32,42,12,55,32,37,19,45,32,33,12,57,55,33,31,19,40,6,32,21,55,33,41
42,12,44,0,19,34,33,27,22,12,32,55,39,12,25,32,55,33,37,58,46,12,34,39,52,42,12,62,19,41,34,32,55,46,19,32,55,34,52,62,32,55,44,22,33,57,58,34,32,40,32,55,12,22,62,12,42,0,41,20,39,32,52,34,55,33,57,50,58,31,19,32,22,25,33,34,46,22,27,45,12,25,41,39,19,32,55,34,37,52,32,33,55,37,62,57,33,58,31,40,33,40,53,54,50,32,55,22,42,12,57,42,56,12,11,0,12,25,22,51,33,31,17,63,20
25,22,32,19,62,22,34,32,46,25,46,34,27,35,5,39,22,32,55,25,33,40,12,25,19,32,55,22,25,44,40,33,17,42,58,57,58,40,33,32,34,32,27,55,46,12,33,0,28,40,33,31,44,12,10,41,62,12,42,25,33,12,39,40,62,32,55,22,33,62,0,42,12,25,51,33,44,40,31,58,33,62,17,40,30,21,34,33,20,53,33,32,40,55,58,32,28,33,39,22,40,33,17,57,21,32,55,33,22,62,32,44,55,37,42,57,58,40,41,6,31,4,24,6,47
12,0,28,62,25,0,42,19,44,25,25,22,42,19,32,32,55,33,40,37,32,55,33,44,21,42,41,31,12,0,33,32,55,31,22,32,55,33,22,42,32,55,22,25,37,24,40,47,53,63,57,34,33,3,46,33,41,32,22,25,22,46,34,35,5,33,50,31,53,40,0,25,19,12,20,41,40,14,28,20,41,32,22,62,12,33,32,55,11,62,33,40,57,6,17,33,40,17,6,31,62,53,33,12,4,33,32,55,40,53,51,0,12,3,39,22,33,41,25,32,39,51,42,52,11
39,32,55,52,12,12,57,46,39,34,32,55,33,37,22,17,4,40,63,33,32,22,55,25,12,19,32,25,55,1,32,55,62,22,33,36,4,6,33,24,42,51,12,34,52,33,32,55,40,13,32,34,22,55,27,12,0,39,41,25,32,33,54,41,55,22,32,41,28,25,33,41,32,40,0,33,58,40,53,31,22,25,33,32,19,62,25,22,12,32,46,34,61,56,35,57,55,19,58,32,33,44,40,31,41,33,41,42,12,32,32,34,22,55,27,44,32,55,21,34,33,32,55,44,40
33,53,63,31,21,39,52,12,0,51,33,62,12,32,25,46,34,11,21,48,32,55,34,37,19,32,22,25,55,19,39,11,42,57,48,24,33,6,11,34,32,12,55,25,0,21,12,17,62,11,33,40,57,58,0,33,12,44,58,62,46,34,12,42,25,40,17,6,12,13,33,31,17,40,53,32,37,55,34,25,12,34,33,42,41,0,32,25,55,19,32,55,37,22,33,32,55,57,37,34,32,22,33,55,25,57,12,20,40,42,55,32,44,58,34,32,55,19,25,12,56,55,58,38,26
32,33,55,22,12,57,21,40,24,33,42,33,40,12,58,12,34,41,31,25,33,57,17,62,20,39,22,32,25,19,32,55,37,34,62,40,0,33,12,6,12,41,25,51,0,33,57,53,32,55,39,52,42,43,29,32,55,42,34,46,34,12,46,45,22,17,6,40,33,31,32,22,19,55,1,11,48,46,34,27,46,34,32,55,35,39,42,33,52,32,32,55,37,19,33,32,55,44,12,19,33,41,53,62,34,33,57,17,31,40,32,55,33,37,44,32,55,41,37,22,33,19,0,57,31
22,25,19,33,12,33,41,12,31,40,32,55,22,33,62,56,37,38,0,32,34,46,27,5,35,33,32,55,54,53,33,31,32,12,62,34,42,32,27,52,21,33,17,32,44,33,6,40,41,31,25,22,12,19,0,51,13,44,0,31,41,33,32,22,62,51,41,0,12,3,33,32,62,54,31,57,34,53,42,33,33,32,55,19,40,33,40,53,17,31,12,0,25,51,19,12,33,34,25,22,12,28,45,46,34,17,33,40,21,30,0,33,42,53,34,19,42,0,12,25,0,53,40,20,33
32,55,33,37,25,33,32,55,54,53,32,22,55,33,25,32,55,44,34,22,39,12,34,32,22,32,22,55,62,33,32,55,22,25,19,34,46,21,35,27,42,32,55,39,37,32,55,22,34,46,48,11,57,13,42,51,0,13,44,31,46,34,42,12,33,42,32,19,55,37,46,34,52,3,29,32,41,55,22,25,32,55,19,25,33,39,28,33,32,25,33,31,44,58,40,19,22,25,32,12,33,40,31,53,34,39,42,52,51,58,40,33,57,6,58,32,55,33,37,62,39,33,12,6,62
39,33,6,40,12,32,55,33,37,22,32,55,22,25,39,42,20,35,45,62,12,0,21,20,17,32,55,19,37,25,34,46,27,32,35,32,33,28,62,55,33,12,32,62,25,32,55,19,37,25,32,55,33,44,62,42,40,58,46,17,33,32,44,58,55,51,58,12,40,33,0,12,49,28,33,40,33,17,6,58,12,41,25,32,55,32,55,33,22,53,32,55,19,25,37,33,13,32,6,57,0,51,46,3,12,33,58,40,0,31,32,55,39,34,37,14,22,41,25,39,11,41,48,34,46
46,11,34,58,31,33,41,53,40,17,33,22,34,0,25,48,11,12,31,44,32,55,33,22,25,33,40,57,58,31,12,41,51,17,4,53,33,32,55,0,32,55,22,14,25,33,11,40,48,31,42,44,62,12,33,40,33,32,55,53,12,0,42,40,33,34,46,11,52,48,17,4,40,33,6,40,19,0,32,55,40,58,57,17,33,42,33,34,41,46,34,46,55,32,58,4,0,40,24,63,57,17,24,21,33,39,32,52,55,34,12,0,42,33,40,32,55,33,25,22,33,40,57,53,58
57,33,40,13,17,32,55,22,34,27,34,46,32,27,55,57,33,58,40,53,32,55,19,37,1,32,33,40,55,58,32,55,37,34,43,39,32,56,55,42,62,39,52,30,6,32,33,55,0,22,32,55,46,34,37,33,32,0,28,62,12,41,31,33,39,46,32,34,55,41,0,51,41,3,12,33,57,40,58,53,33,57,42,31,58,42,58,32,55,11,32,33,55,40,53,46,34,42,35,45,12,41,22,62,25,12,20,62,42,25,4,12,33,17,40,32,55,22,25,19,33,40,31,58,57
57,40,33,58,17,12,41,25,22,0,21,32,22,34,55,12,0,4,28,51,33,40,0,41,25,32,55,19,37,25,21,32,40,44,17,32,55,41,37,33,32,55,11,48,37,32,55,22,37,62,32,55,40,12,21,30,31,6,40,17,33,31,53,57,40,33,40,6,17,57,41,17,13,21,31,62,41,42,33,12,32,55,22,34,25,17,21,42,6,33,17,40,62,34,10,42,56,58,32,55,41,33,12,32,22,39,32,12,55,33,62,19,20,25,33,32,55,34,22,37,32,34,22,55,27
34,45,21,35,27,32,42,12,55,58,32,55,22,34,27,13,40,17,6,12,33,44,31,32,54,32,55,25,19,22,12,39,28,62,41,32,34,22,19,55,41,34,40,33,12,46,34,4,36,31,0,51,12,25,20,0,41,32,62,33,6,33,4,17,57,33,6,31,40,12,33,40,17,58,53,32,55,22,25,34,32,33,55,12,62,28,32,12,55,22,32,55,33,22,37,21,57,34,45,17,57,33,41,40,58,33,58,57,40,31,12,51,0,34,32,55,32,42,37,19,12,57,6,51,0
32,44,55,19,25,19,0,41,22,25,39,12,52,41,28,44,58,42,57,17,12,25,22,0,62,40,33,41,6,17,42,33,12,32,40,0,19,32,25,42,31,6,19,33,25,34,46,12,22,45,36,39,33,0,4,32,55,33,22,25,32,55,37,25,19,32,22,55,25,19,39,52,34,32,12,32,55,22,19,25,33,32,40,55,31,39,32,41,25,22,40,33,39,32,55,32,55,22,25,37,4,61,12,20,51,32,37,55,19,20,12,41,51,0,44,32,55,28,62,33,33,21,34,24,47
31,12,6,33,25,21,48,31,11,9,33,41,12,32,25,32,55,33,22,34,12,34,46,33,40,32,55,22,39,46,32,55,12,22,44,0,33,32,28,55,12,34,22,32,25,28,39,62,33,12,63,33,24,53,4,32,42,44,55,33,42,46,39,32,55,40,34,17,57,58,32,39,55,52,37,51,33,6,17,31,62,12,32,55,25,57,34,40,33,58,57,40,33,42,58,39,52,12,51,25,34,46,32,27,55,12,34,22,25,46,33,57,40,58,31,32,55,33,40,44,40,34,21,32,46
32,55,22,39,25,33,32,55,31,40,56,32,55,42,37,40,33,42,34,12,11,6,31,33,17,32,55,28,0,34,55,32,58,37,56,20,0,19,25,22,33,31,11,32,42,42,32,44,55,37,34,52,32,45,43,12,39,25,20,42,32,42,55,19,34,22,32,33,25,62,22,25,41,12,32,32,55,0,28,58,25,42,12,22,32,33,42,31,57,6,32,55,22,33,25,32,22,55,62,28,55,32,22,44,37,33,32,53,41,50,39,12,28,22,25,24,40,4,47,53,62,41,33,22,12
31,12,33,41,62,12,57,33,20,31,55,32,44,58,11,56,38,39,1,22,46,34,21,35,5,32,55,22,25,37,39,33,12,22,25,33,53,54,12,62,32,55,37,13,19,32,34,22,33,55,32,55,37,33,62,39,0,33,40,22,33,32,58,55,41,33,32,25,31,53,32,22,12,55,34,56,34,46,32,38,12,62,25,22,32,33,44,32,55,21,42,33,58,6,4,34,42,46,52,56,32,55,37,52,34,44,33,0,40,31,41,57,44,13,12,33,53,40,10,58,33,31,50,53,54
40,33,6,17,31,21,51,42,46,32,32,55,44,37,22,32,33,55,22,62,32,12,55,25,33,33,21,30,53,12,32,55,57,33,22,58,57,40,33,44,32,22,55,19,0,12,19,25,42,32,32,55,34,42,25,33,53,31,42,44,33,20,62,40,0,0,20,25,40,22,0,19,25,51,20,32,55,42,25,44,42,12,41,44,37,32,55,33,44,31,46,34,33,35,27,22,38,0,14,25,32,55,37,22,28,28,12,0,25,33,40,33,57,17,0,42,12,51,41,33,40,24,46,61,33
32,55,41,22,34,57,41,0,25,22,32,39,55,33,41,42,12,51,25,3,32,44,55,33,42,32,55,34,33,53,55,56,32,37,19,32,55,34,37,19,41,12,44,9,50,32,55,44,31,54,34,33,27,46,5,32,55,33,37,58,33,32,44,55,25,32,55,33,34,22,39,52,32,55,22,48,11,24,6,31,41,28,0,32,33,36,39,6,33,4,22,25,62,32,12,32,55,37,22,27,37,13,1,32,19,33,57,34,62,39,32,33,55,53,44,32,55,22,25,19,34,52,46,12,29
33,32,22,25,55,0,25,22,19,55,39,32,12,55,52,32,55,33,34,42,32,55,33,44,30,32,55,22,62,25,32,55,37,19,58,32,44,55,58,54,41,12,0,44,31,34,33,32,21,27,57,33,24,17,21,21,17,33,40,42,34,46,5,27,35,32,44,55,33,31,51,34,35,42,46,32,55,42,44,41,33,32,55,58,34,32,55,34,12,39,12,33,40,57,17,32,55,12,44,52,32,12,34,55,39,12,0,31,39,19,36,33,20,53,6,51,39,33,12,34,32,55,22,34,37
41,12,58,34,39,41,61,33,12,28,0,19,32,25,22,51,48,11,12,42,45,52,20,29,43,12,25,34,22,46,4,46,12,34,3,32,55,22,34,28,42,57,41,12,25,32,55,22,25,34,57,40,33,58,41,33,40,58,57,31,25,19,20,1,51,2,22,29,25,12,32,55,0,25,33,32,55,33,37,44,39,51,25,12,52,19,39,32,55,42,41,61,12,0,20,32,55,33,58,22,21,17,12,39,3,51,63,30,40,33,39,22,25,32,55,41,32,31,55,33,38,33,12,25,32
33,31,40,32,53,22,32,25,55,33,32,55,37,22,62,24,16,46,47,61,31,12,33,4,6,12,33,0,39,25,46,34,39,51,12,61,33,40,59,8,32,55,44,37,34,12,41,28,62,0,32,44,55,42,41,33,53,0,40,57,32,55,34,22,27,32,55,42,22,34,22,32,55,25,53,32,55,44,42,25,32,55,33,31,34,57,46,33,40,58,57,33,17,12,58,22,33,25,40,19,57,17,20,33,62,33,32,41,12,62,34,46,52,45,27,41,44,12,22,34,33,62,12,22,32
40,57,17,33,61,41,21,33,12,62,12,41,0,51,25,44,42,34,51,32,55,14,32,25,19,12,4,20,25,3,33,57,50,31,58,12,41,33,31,6,32,55,37,39,62,34,32,55,46,27,32,55,33,0,28,12,62,28,33,25,21,42,55,32,33,33,53,57,40,31,22,41,33,32,25,48,11,24,57,6,33,21,58,44,57,32,55,22,33,25,33,40,12,28,53,31,4,33,6,17,62,22,12,25,32,57,32,55,37,33,32,19,55,14,42,63,24,33,57,4,33,53,54,41,0
33,57,40,58,17,32,55,19,22,25,32,55,44,11,58,51,12,39,0,44,21,32,55,34,37,12,41,62,25,51,51,12,40,57,41,12,33,39,41,28,38,57,58,24,30,57,33,40,21,58,39,52,51,42,35,33,53,32,54,22,58,32,0,42,55,39,52,43,45,12,32,51,42,55,12,58,42,31,44,48,42,12,41,40,51,20,12,0,62,25,33,34,21,32,53,32,42,55,33,40,42,19,20,25,32,32,55,12,34,22,24,58,57,40,30,32,55,22,33,54,32,42,44,55,33
32,19,34,55,57,33,12,28,32,53,34,32,22,55,25,39,12,51,22,25,0,12,33,34,40,58,33,32,55,40,32,55,34,22,52,33,40,53,22,25,11,51,48,42,12,40,33,57,41,61,12,52,62,20,28,57,33,12,17,31,42,33,58,34,53,0,12,42,41,32,14,33,41,40,22,12,39,41,25,52,19,32,55,25,0,21,45,55,43,32,32,22,25,55,41,32,55,22,33,25,42,11,48,46,51,32,55,37,58,43,33,57,32,58,40,57,33,32,55,58,0,14,41,42,32
0,12,33,40,17,12,0,51,25,20,31,0,12,41,33,17,40,57,34,33,21,30,33,34,53,42,32,55,44,51,0,28,22,41,14,40,55,32,58,33,46,34,58,22,32,51,31,17,44,34,32,55,33,0,28,31,41,57,12,44,33,22,25,32,53,34,46,61,27,22,51,34,52,45,43,39,12,31,6,0,39,32,55,37,25,32,55,34,37,27,32,55,33,19,37,32,12,55,62,44,32,55,22,33,37,11,48,61,24,40,36,4,33,6,17,12,25,19,22,41,33,12,57,17,40
61,40,57,58,33,22,32,27,55,34,32,55,34,19,37,57,33,58,63,31,42,32,55,58,38,33,31,40,54,57,32,52,55,34,45,39,12,0,25,52,55,58,38,19,32,41,21,12,57,17,32,55,37,22,62,30,46,34,21,35,32,19,55,25,37,33,58,57,40,44,40,57,33,58,61,33,62,22,50,53,33,53,31,54,62,32,55,22,34,12,55,32,22,43,34,33,40,57,17,58,24,46,40,34,47,33,32,55,53,31,32,22,55,19,25,33,57,58,31,40,33,53,0,32,34
57,58,44,33,42,32,22,55,19,25,33,40,6,17,31,44,33,34,31,54,32,55,33,25,19,40,0,33,61,26,33,40,17,6,31,61,59,8,44,47,32,55,22,34,25,22,12,25,34,19,42,48,44,13,57,41,12,33,40,0,41,21,31,33,62,21,12,0,25,20,32,55,22,19,37,34,21,32,33,55,42,12,52,62,33,0,19,25,12,22,33,40,57,58,31,32,55,33,41,37,33,31,44,53,57,57,58,0,51,34,32,55,42,37,11,32,55,28,22,62,32,55,37,34,58
33,40,31,53,17,12,33,40,62,22,32,55,19,22,25,32,55,12,22,41,40,33,6,17,0,42,11,48,44,31,39,58,22,12,25,32,55,33,34,40,42,11,48,44,55,42,44,32,58,12,20,22,62,12,25,32,55,22,19,25,28,12,20,62,25,51,12,42,0,44,32,55,62,33,37,42,57,58,11,48,41,33,39,12,31,34,22,32,27,55,40,33,46,34,0,32,55,22,12,25,51,41,12,3,0,44,31,41,42,40,32,55,22,33,54,32,55,44,22,62,32,55,44,33,62
33,31,53,63,57,40,33,42,17,58,32,55,19,22,0,4,33,47,8,6,51,52,42,58,57,0,58,12,40,33,24,11,44,33,58,33,40,12,6,32,32,55,22,34,25,32,33,55,42,12,42,12,22,25,62,40,0,57,33,58,32,55,42,28,19,58,40,57,33,32,39,12,0,25,20,17,21,26,40,42,32,55,22,34,27,57,58,40,6,33,21,17,40,13,12,19,11,55,32,48,11,34,57,33,42,41,33,6,12,62,31,6,33,57,17,42,12,41,25,22,25,39,19,42,0
32,33,55,22,41,42,32,19,55,25,33,12,0,40,6,31,57,33,12,41,32,55,37,19,34,51,39,12,22,25,33,41,32,28,62,33,21,50,53,54,12,62,39,25,33,56,46,11,34,40,32,55,37,22,19,3,45,20,46,34,12,41,28,0,33,32,55,39,37,19,32,22,25,33,55,32,55,33,22,62,40,57,12,0,33,32,55,22,37,42,42,12,51,37,44,34,46,42,27,35,39,19,25,35,37,34,46,12,3,45,51,24,63,47,59,12,34,58,42,46,32,42,55,12,25
12,41,28,0,25,39,22,25,32,55,6,36,4,33,17,11,33,31,40,48,62,22,53,33,25,45,39,57,43,52,32,55,39,22,52,32,55,37,0,12,32,22,55,28,41,57,58,33,32,41,33,40,17,57,58,40,33,17,41,57,39,62,12,52,25,33,40,12,41,17,53,33,55,32,19,33,12,31,57,41,39,52,29,2,43,33,32,55,53,54,17,33,20,21,19,32,55,37,44,42,32,55,19,25,22,57,33,40,58,34,22,32,34,25,27,42,33,40,6,31,32,12,55,34,22
32,55,22,37,19,32,55,22,37,25,32,55,22,25,62,12,41,44,33,20,13,51,41,17,40,28,14,12,0,33,55,58,32,34,46,33,20,42,62,30,33,32,58,40,57,0,58,12,57,33,34,46,52,62,32,33,40,31,41,32,63,33,53,30,31,11,48,42,58,0,21,17,33,40,32,46,34,45,27,22,22,32,55,33,25,46,34,21,35,45,33,62,34,46,45,33,44,41,54,50,0,58,38,40,34,44,22,41,33,32,57,31,33,6,20,31,53,33,54,25,57,40,58,33,31
32,55,22,37,19,57,58,45,52,43,40,34,33,17,35,17,6,33,4,48,21,33,58,57,32,42,57,58,12,40,51,42,21,46,44,33,34,22,40,25,32,55,37,19,33,40,61,33,17,21,19,25,32,1,20,39,33,12,51,40,33,40,39,28,6,32,55,44,34,37,12,20,62,42,33,46,41,56,34,35,51,42,12,3,41,0,22,25,19,34,12,51,62,52,20,57,51,0,12,25,32,55,22,25,19,34,46,42,35,3,33,6,4,40,53,34,58,46,57,11,32,55,58,37,34
